tweet,user,date_time,replies,retweets,views,country,sentiment
medicine takes lot tired extremely exhausted able enjoy anything till exams mostly state panic days regular palpitations tired,@leemlahmaikano,Apr 1,2,4,813,PK,high
boyfriend made go crisis home alone rn want find body gets back genuinely feeling suicidal considering going outside woods take stash pills lose blood,@pxnselenos,Feb 26,4,3,11K,PK,low
never felt exhausted life past weeks slept hours wake achey un enthused horrible mood spend day feeling low energy repeat idk,@RIPmika,"Jun 9, 2020",98,119,,PK,low
lately lost back situation tried get self blame anxiety overthink losing interest things used love thinking everything done wrong keep feel alone,@himpunankataa,"Dec 23, 2024",,503,25K,PK,low
tired cycle manic depressive apologize never act way want act fucking,@oCraky,Apr 5,,,16,PK,high
depressed daily habits shit sleep less hours eat sugar every day spend day room real friends lack purpose lift weights start action active lifestyle,@dali_daki,20h,13,,276,PK,low
time nigeria recovers starts enjoying good governance lot people know today suffering mental health crisis let explain mental health crisis also explained feeling losing control,@_spiriituaL,18h,116,530,60K,PK,moderate
watching depression anxiety conversation daily prayer reach stage say meds longer anxious every little thing describe depression monster one day happy next day sad brought hope bbmzansi,@SlungileMbatha1,Apr 1,21,77,11K,PK,low
two panic attacks week something never emotionally exhausted ngaske ndilale days straight,@mihlalii_n,"Nov 13, 2020",58,80,,PK,low
nothing save depending medication sleep crazy one day woke yesterday take,@Thulisilenkos13,Apr 4,,,38,PK,moderate
us raised strict parents ndio tuna abuse drugs sana know maintain friendships practically alone growing last least suffer serious social anxiety buana,@njeng_Ah,"Dec 2, 2024",90,786,98K,PK,moderate
skipping meals irregular sleeping habits overthinking stress tired drained everyday,@ysodumb_,"Sep 12, 2024",9,89,12K,PK,moderate
exhausted feel like repeating day routine feelings meaningless drama sick want feel alive happy constantly drained everything feels pointless feel dead,@DarkMinds001,Feb 20,7,185,16K,PK,high
completely falling apart liability soon enough maybe people around last night complete breakdown even know caused wanna ask help wanna burden others absolute mess,@digiboy_6,15h,,,8,PK,high
hate catch falling back bpd depressive episode stop feel slowly getting worse thoughts getting negative like sickness,@deadlypetite,Mar 30,,,71,PK,high
problem deplorable mental state stable social life value achievements control emotions constantly sad able thing without feeling like idiot worst thing anything,@unworns,Feb 4,14,36,15K,PK,low
feeling depressed struggling motivation sleeping days away wanting talk anyone even listen music everything seems boring empty like feeling way ugh,@e_cdysis,3h,2,,47,PK,high
bpd kicking ass keep going numb genuinely breakdown euphoric meltdown extremely angry stop,@tuvivesonlyonce,Mar 30,,,64,PK,high
hate easily get overstimulated like get mean pissed ppl would assume bitch dire po ako sugad,@benrdpg,Apr 1,,,37,PK,high
boleh cek level depression korang masa pkp kat sini result spot hospital sungai buloh conducting dass depression anxiety stress scale online test malay english,@frdausyasin,"Jul 9, 2021",178,4.8K,,PK,moderate
bipolar affective disorder bpad mental health condition marked extreme shifts mood energy behavior seek support health center call telemanas x bipolarawareness nimhans mentalhealtheducation,@NIMHANS_BLR,Apr 1,,1,237,PK,low
know stop sad matter always sad even friends fully enjoy cause overwhelmingly sad fucking time,@skletonofstars,Apr 1,1,,33,PK,low
sick hearing voices meds taking working slept almost days tomorrow like exhausted want sleep god dammit,@Y0ungWildN_Free,Apr 3,,,44,PK,high
slept around hours everyday since tuesday sick exercise study bc tired feel like failure ive depressed wtf going,@vodka_kcal,Apr 4,,,69,PK,high
russian telegram russia depressing shithole every fifth russian takes antidepressants experts explain long term stress economic instability increase burden mental health population tsar putin control surprising,@Beefeater_Fella,Apr 2,2,19,871,PK,low
call get many information keep walk around try stuff reality nothing end angry almost dizzy want cry bc nothing makes sense anymore,@sevnseasn,Apr 3,,,22,PK,high
feeling sad anything specific think ngl despite bad side effects body thinking trying get back anti depressants wanna cry also feel numb honestly take brutal fucking rn feel something,@Yoru_Alt,Mar 31,1,,177,PK,high
sleeping pills antidepressants taken temporarily suppress symptoms curative effect rely medication treat gradually get worse,@yonakikko,Apr 4,,,30,PK,high
wanna sleep cuz took two pills emotions stable worried,@PissMegami,23h,1,,48,PK,moderate
la hard la right depressed went doctor times like need stronger help others yoshiki,@YoshikiOfficial,Jan 17,881,1.5K,589K,PK,high
depressed bcuz spend ur weekends drinking drugs lacking sleep eating right getting right enough nutrients vitamins ur body needs physical activities changing habits make big difference ur mental health,@elennahh,"Sep 21, 2022",22,854,,PK,low
everything huuuryssss everything huuuuurrrrtsssssss doctors ppllleeeaassr meds im tired depressed cant shower cant shave cant brish teeth cant change clothes ive wearing clothes month sleeo,@anyaluvzkitties,Apr 5,,,33,PK,high
christian diagnosed bipolar disorder one thing learned last hours christians need talking mental health christians need vulnerable diagnosed experiencing christians,@EruditeTogether,"Aug 14, 2024",40,22,20K,PK,low
although us cope joking mental health jokes aside free telephone counseling hotlines philippines every small inconvenience artph,@lorem1psum__,"Apr 24, 2024",,1.7K,139K,PK,moderate
kayo rin ba minsan even energy certain things around people anymore point life something feels like draining fighting peace mind happiness dealing,@arkcarlly,Mar 8,9,180,25K,PK,low
alam mo yung worst feeling na yung hindi ka pagod physically mentally emotionally tired yung wala kang ginagawa thinking deep point consumes energy unknown feeling still bothers end day hugs,@arkcarlly,"Dec 8, 2024",7,4.6K,233K,PK,moderate
tawag paglaum suicide depression hotline operates everyday said org caters call ph offers emotional first aids anyone know needs service call,@thatsedoublem,"Sep 10, 2018",29,2.8K,,PK,low
philippines anxiety disorder inarte depression inarte ppd inarte ptsd inarte schizophrenia inarte panic attack inarte mental disorder related issues inarte mental illnesses affecting lives everyday minute,@uniiiicorn18,"Feb 22, 2020",1,314,,PK,low
hate nights feel kinda depressed feel like put lot stress friends think listening music,@Eggo_22,Apr 5,,,30,PK,high
insomnia use medication sleep go three two days without sleeping,@Thulisilenkos13,2h,,2,59,PK,low
hate rely much medication stress getting high need meds function hate need meds function hate fkn job soo much,@gjebber,Apr 1,,1,61,PK,high
falling depression long time somehow worse love anything anymore,@Mintsukki_,Apr 3,,,59,PK,low
fallen wagon fucked taking meds basically starting shit fuck even hate,@azktsuj,Apr 4,,,31,PK,high
overcome depression anxiety insomnia obsessive tendencies negative self talk low self esteem intrusive thoughts poor diet impulsivity paranoia abandonment issues self destructive habits overthinking unstable emotions,@comfypill,"Oct 19, 2024",48,2.4K,155K,PK,moderate
want sleep night want get morning feet hit ground anytime tired days feel like hours get depressed anything thought unmotivated say actually,@vncntmarripa,Apr 4,2,,43,PK,high
felling really depressed sad way barely eating feel like taking shower everyday bring things really want like playing drawing reading idk abt think pass eventually,@linoo_off,Apr 4,,,70,PK,moderate
need go back therapy get back meds seriously im tired depressed day everyday last years,@psilobones,Apr 4,,,15,PK,high
fed tired feeling like crap physically mentally tired time rest properly since weeks tired always stressed fucking limit,@Berry_Babie_,Apr 1,5,,427,PK,high
ran antidepressants days already completely useless thinking worst thoughts ever,@viktoriarcane,Apr 2,,,13,PK,high
nobody talks emotional torture people daily intake drugs feel ok go every morning evening five seven tablets take manage health depressing fear taking meds drain,@Vicky2CAres,Mar 31,,,79,PK,low
woke feeling sad life everyone vietnam beautiful april felt way,@anniedo486,Apr 3,,,22,PK,low
dunno feel completely withdrawing ever want leave house speak many people,@ViennaToya,Apr 4,1,,129,PK,low
family friends told go bed early try things love truth slept days voices head keep getting louder louder tried think something love love anything anymore,@lilykooluv,Apr 4,,,62,PK,low
anxiety depression brings worst past month feel like pushed away friends even family grown hate become putting others losing sleep eating sorry anyone affected,@Mews,"Feb 19, 2019",95,225,,PK,high
worse crash ever terrible flashbacks regressed breaking took serious pills try calm slept like rock hours got fucking headache shit feel like hangover,@puppyllenhaal,Apr 1,,1,89,PK,high
know genuinely express goin anymore feel embarrassing alone whenever anything making big step starting bipolar meds today,@DIZZYPOTION,Mar 31,3,,470,PK,moderate
fucking tired physically brain refuses go sleep need stupid sleeping meds friend spare risperidone procrastinating coming pick meds tired,@PinkOreoKcals,22h,,,31,PK,high
lil anxieties hold heart everyday feel like huge boulders today hit nowhere middle work day point shaking took meds thought would pass feel like shit complete utter melancholy,@dpr0sely,4h,10,,395,PK,high
worldmentalhealthday thought share something month half ago started anti depressants whole mood low everyday needed help accepting something like hard need help please reach anyone,@dantdm,"Oct 11, 2021",461,1.3K,,PK,moderate
talked dr today im put counseling put mood stabilization meds bc menace society cry much sleep much,@cimin0n,Apr 1,,,15,PK,moderate
fucking tired able sleep night falling asleep day looking lazy also still getting enough sleep,@sturniolosangel,Apr 3,,,209,PK,moderate
ive dealing lot irl personal issues ive also sick recently really fucked mental heath last night took pills normally take im tripping like crazy im gonna go visit hospital soon,@cherruni,Apr 1,1,1,2.7K,PK,moderate
also hate society hate sex hate people hate everything sensitive go bed really depressed sleep eat take pills cause tired everything tired situation sensitive forgive things made really hate,@curenyammypu,Apr 4,1,,163,PK,moderate
medicated depressed took go double antidepressants want kms time focus anything shit mannnnnnnn adhd get medication cost even kidding x com adhdforreal st,@izipopz,Apr 4,,,139,PK,high
